row,score,flagged
1204,0.358257,0
1205,0.350981,0
1206,0.345178,0
1207,0.352106,0
1208,0.352106,0
1209,0.339864,0
1210,0.328995,0
1211,0.328995,0
1212,0.410329,0
1213,0.361496,0
1214,0.344854,0
1215,0.344854,0
1216,0.344602,0
1217,0.349193,0
1218,0.349193,0
1219,0.351809,0
1220,0.350015,0
1221,0.350015,0
1222,0.432788,0
1223,0.432788,0
1224,0.348678,0
1225,0.397586,0
1226,0.441562,0
1227,0.377163,0
1228,0.444197,0
1229,0.370286,0
1230,0.462389,0
1231,0.391747,0
1232,0.385218,0
1233,0.377272,0
1234,0.436137,0
1235,0.443980,0
1236,0.354653,0
1237,0.405770,0
1238,0.442379,0
1239,0.403170,0
1240,0.469525,0
1241,0.449543,0
1242,0.467612,0
1243,0.357022,0
1244,0.435655,0
1245,0.442339,0
1246,0.440117,0
1247,0.363972,0
1248,0.415784,0
1249,0.468688,0
1250,0.382937,0
1251,0.400714,0
1252,0.366547,0
1253,0.394187,0
1254,0.381918,0
1255,0.487198,0
1256,0.429753,0
1257,0.381442,0
1258,0.394437,0
1259,0.441883,0
1260,0.443978,0
1261,0.437184,0
1262,0.449325,0
1263,0.615823,1
1264,0.405011,0
1265,0.511387,0
1266,0.624404,1
1267,0.475020,0
1268,0.475020,0
1269,0.447926,0
1270,0.600585,1
1271,0.462699,0
1272,0.534836,0
1273,0.643307,1
1274,0.582402,1
1275,0.549579,1
1276,0.420787,0
1277,0.595163,1
1278,0.495377,0
1279,0.456747,0
1280,0.332452,0
1281,0.336637,0
1282,0.327610,0
1283,0.328941,0
1284,0.355313,0
1285,0.355313,0
1286,0.352257,0
1287,0.346255,0
1288,0.345525,0
1289,0.343272,0
1290,0.340942,0
1291,0.345300,0
1292,0.369099,0
1293,0.353996,0
1294,0.341011,0
1295,0.357864,0
1296,0.332888,0
1297,0.349563,0
1298,0.330484,0
1299,0.338484,0
1300,0.352411,0
1301,0.340406,0
1302,0.362108,0
1303,0.381394,0
1304,0.372821,0
1305,0.369484,0
1306,0.359999,0
1307,0.363074,0
1308,0.334259,0
1309,0.445471,0
1310,0.439868,0
1311,0.339429,0
1312,0.342754,0
1313,0.370795,0
1314,0.375640,0
1315,0.352843,0
1316,0.351492,0
1317,0.399465,0
1318,0.370313,0
1319,0.333282,0
1320,0.352528,0
1321,0.341941,0
1322,0.343098,0
1323,0.341405,0
1324,0.341910,0
1325,0.356546,0
